CD_REFNIS,CD_SECTOR,TOTAL,DT_STRT_SECTOR,DT_STOP_SECTOR,OPPERVLAKKTE IN HM²,TX_DESCR_SECTOR_NL,TX_DESCR_SECTOR_FR,TX_DESCR_NL,TX_DESCR_FR,TX_DESCR_SECTOR_NLL,TX_DESCR_SECTOR_FRR,SECTOR
11001,11001A00-,2489,01Mar1981,31Dec9999,53.15895604,AARTSELAAR-CENTRUM,AARTSELAAR-CENTRUM,Aartselaar,Aartselaar,AARTSELAAR-CENTRUM,AARTSELAAR-CENTRUM,A00-
11001,11001A01-,2827,01Mar1981,31Dec9999,67.11575847,DE LEEUWERIK,DE LEEUWERIK,Aartselaar,Aartselaar,DE LEEUWERIK,DE LEEUWERIK,A01-
11001,11001A020,761,01Mar1981,31Dec9999,28.08481577,BUERSTEDE,BUERSTEDE,Aartselaar,Aartselaar,BUERSTEDE,BUERSTEDE,A020
11001,11001A030,466,01Mar1981,31Dec9999,42.81254049,YSSELAAR,YSSELAAR,Aartselaar,Aartselaar,YSSELAAR,YSSELAAR,A030
11001,11001A042,363,01Mar1981,31Dec9999,25.56236571,KLEINE GRIPPE,KLEINE GRIPPE,Aartselaar,Aartselaar,KLEINE GRIPPE,KLEINE GRIPPE,A042
11001,11001A052,2195,01Mar1981,31Dec9999,33.72690521,LEUG,LEUG,Aartselaar,Aartselaar,LEUG,LEUG,A052
11001,11001A063,759,01Mar1981,31Dec9999,21.82698226,TEN DORPE,TEN DORPE,Aartselaar,Aartselaar,TEN DORPE,TEN DORPE,A063
11001,11001A074,33,01Mar1981,31Dec9999,45.83594028,BRUINEN BAARD,BRUINEN BAARD,Aartselaar,Aartselaar,BRUINEN BAARD,BRUINEN BAARD,A074
11001,11001A091,576,01Mar1981,31Dec9999,219.0551005,KLEISTRAAT - OEVER,KLEISTRAAT - OEVER,Aartselaar,Aartselaar,KLEISTRAAT - OEVER,KLEISTRAAT - OEVER,A091
11001,11001A0MA,64,01Oct2001,31Dec9999,20.56274572,ZINKVAL,ZINKVAL,Aartselaar,Aartselaar,CLEYDAEL-KASTEEL,CLEYDAEL-KASTEEL,A0MA
11001,11001A0PA,125,01Oct2001,31Dec9999,171.2538154,CLEYDAEL-KASTEEL,CLEYDAEL-KASTEEL,Aartselaar,Aartselaar,ZINKVAL,ZINKVAL,A0PA
11001,11001A10-,805,01Mar1981,31Dec9999,36.48677039,'T HEIKEN,'T HEIKEN,Aartselaar,Aartselaar,'T HEIKEN,'T HEIKEN,A10-
11001,11001A173,606,01Mar1981,31Dec9999,109.9544753,NOTELAAN,NOTELAAN,Aartselaar,Aartselaar,NOTELAAN,NOTELAAN,A173
11001,11001A190,361,01Mar1981,31Dec9999,132.1824584,DE REUKENS,DE REUKENS,Aartselaar,Aartselaar,DE REUKENS,DE REUKENS,A190
11001,11001A20-,987,01Mar1981,31Dec9999,43.29742621,DE KOEKOEK,DE KOEKOEK,Aartselaar,Aartselaar,DE KOEKOEK,DE KOEKOEK,A20-
11001,11001A21-,1333,01Mar1981,31Dec9999,50.99610746,VIERPALEN,VIERPALEN,Aartselaar,Aartselaar,VIERPALEN,VIERPALEN,A21-
11001,11001ZZZZ,2,01Mar1981,31Dec9999,0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Aartselaar,Aartselaar,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
11002,1100212MQ,0,01Oct2001,31Dec9999,81.00897059,STABROEK,STABROEK,Antwerpen,Anvers,STABROEK,STABROEK,12MQ
11002,11002A00-,2745,01Mar1981,31Dec9999,22.25782064,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),Antwerpen,Anvers,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),A00-
11002,11002A01-,1718,01Mar1981,31Dec9999,13.81622178,KLAPDORP - BROUWERSVLIET,KLAPDORP - BROUWERSVLIET,Antwerpen,Anvers,KLAPDORP - BROUWERSVLIET,KLAPDORP - BROUWERSVLIET,A01-
11002,11002A02-,585,01Mar1981,31Dec9999,10.90128307,GROENPLAATS (SPAANSE WALLEN),GROENPLAATS (SPAANSE WALLEN),Antwerpen,Anvers,GROENPLAATS (SPAANSE WALLEN),GROENPLAATS (SPAANSE WALLEN),A02-
11002,11002A03-,1051,01Mar1981,31Dec9999,9.244664638,HOOGSTRAAT (SPAANSE WALLEN),HOOGSTRAAT (SPAANSE WALLEN),Antwerpen,Anvers,HOOGSTRAAT (SPAANSE WALLEN),HOOGSTRAAT (SPAANSE WALLEN),A03-
11002,11002A04-,1538,01Mar1981,31Dec9999,14.88265744,OUDAAN (SPAANSE WALLEN),OUDAAN (SPAANSE WALLEN),Antwerpen,Anvers,OUDAAN (SPAANSE WALLEN),OUDAAN (SPAANSE WALLEN),A04-
11002,11002A05-,1591,01Mar1981,31Dec9999,13.47096551,GEVANGENIS (SPAANSE WALLEN),GEVANGENIS (SPAANSE WALLEN),Antwerpen,Anvers,GEVANGENIS (SPAANSE WALLEN),GEVANGENIS (SPAANSE WALLEN),A05-
11002,11002A081,0,01Mar1981,31Dec9999,14.89589449,SCHELDEKADEN NOORD,SCHELDEKADEN NOORD,Antwerpen,Anvers,SCHELDEKADEN NOORD,SCHELDEKADEN NOORD,A081
11002,11002A10-,1917,01Mar1981,31Dec9999,26.14796335,MEIR - LEYSSTRAAT (SP. WALLEN),MEIR - LEYSSTRAAT (SP. WALLEN),Antwerpen,Anvers,MEIR - LEYSSTRAAT (SP. WALLEN),MEIR - LEYSSTRAAT (SP. WALLEN),A10-
11002,11002A11-,2243,01Mar1981,31Dec9999,19.51123868,KIPDORP-ST.-JACOBS (SP.WALLEN),KIPDORP-ST.-JACOBS (SP.WALLEN),Antwerpen,Anvers,KIPDORP-ST.-JACOBS (SP.WALLEN),KIPDORP-ST.-JACOBS (SP.WALLEN),A11-
11002,11002A12-,1030,01Mar1981,31Dec9999,16.23393546,K.N.S.-NAT. BANK (SP. WALLEN),K.N.S.-NAT. BANK (SP. WALLEN),Antwerpen,Anvers,K.N.S.-NAT. BANK (SP. WALLEN),K.N.S.-NAT. BANK (SP. WALLEN),A12-
11002,11002A13-,2061,01Mar1981,31Dec9999,23.03086244,STADSWAAG-BEGIJNHOF(SP.WALLEN),STADSWAAG-BEGIJNHOF(SP.WALLEN),Antwerpen,Anvers,STADSWAAG-BEGIJNHOF(SP.WALLEN),STADSWAAG-BEGIJNHOF(SP.WALLEN),A13-
11002,11002A14-,1075,01Mar1981,31Dec9999,9.403906293,TABAKSVEST (SPAANSE WALLEN),TABAKSVEST (SPAANSE WALLEN),Antwerpen,Anvers,TABAKSVEST (SPAANSE WALLEN),TABAKSVEST (SPAANSE WALLEN),A14-
11002,11002A15-,1592,01Mar1981,31Dec9999,16.17564074,HESSENHUIS (SPAANSE WALLEN),HESSENHUIS (SPAANSE WALLEN),Antwerpen,Anvers,HESSENHUIS (SPAANSE WALLEN),HESSENHUIS (SPAANSE WALLEN),A15-
11002,11002A21-,2743,01Mar1981,31Dec9999,17.53045927,ST.-ANDRIES (SPAANSE WALLEN),ST.-ANDRIES (SPAANSE WALLEN),Antwerpen,Anvers,ST.-ANDRIES (SPAANSE WALLEN),ST.-ANDRIES (SPAANSE WALLEN),A21-
11002,11002A22-,1573,01Mar1981,31Dec9999,8.445489431,ST.-MICHIELSKAAI (SP. WALLEN),ST.-MICHIELSKAAI (SP. WALLEN),Antwerpen,Anvers,ST.-MICHIELSKAAI (SP. WALLEN),ST.-MICHIELSKAAI (SP. WALLEN),A22-
11002,11002B701,4803,01Mar1981,31Dec9999,50.84356252,LINKEROEVER-ZUID (LINKEROEVER),LINKEROEVER-ZUID (LINKEROEVER),Antwerpen,Anvers,LINKEROEVER-ZUID (LINKEROEVER),LINKEROEVER-ZUID (LINKEROEVER),B701
11002,11002B71-,1954,01Mar1981,31Dec9999,40.79345006,LINKEROEVER - STATION,LINKEROEVER - STATION,Antwerpen,Anvers,LINKEROEVER - STATION,LINKEROEVER - STATION,B71-
11002,11002B721,3990,01Mar1981,31Dec9999,43.68135603,LINKEROEVER-NOORD,LINKEROEVER-NOORD,Antwerpen,Anvers,LINKEROEVER-NOORD,LINKEROEVER-NOORD,B721
11002,11002B73-,55,01Mar1981,31Dec9999,62.55548599,ST.-ANNA (LINKEROEVER),ST.-ANNA (LINKEROEVER),Antwerpen,Anvers,ST.-ANNA (LINKEROEVER),ST.-ANNA (LINKEROEVER),B73-
11002,11002B742,1804,01Mar1981,31Dec9999,27.69169152,THOENETLAAN (LINKEROEVER),THOENETLAAN (LINKEROEVER),Antwerpen,Anvers,THOENETLAAN (LINKEROEVER),THOENETLAAN (LINKEROEVER),B742
11002,11002B752,164,01Mar1981,31Dec9999,28.90734286,GLORIANTLAAN (LINKEROEVER),GLORIANTLAAN (LINKEROEVER),Antwerpen,Anvers,GLORIANTLAAN (LINKEROEVER),GLORIANTLAAN (LINKEROEVER),B752
11002,11002B782,186,01Mar1981,31Dec9999,299.5537165,GALGEWEEL (LINKEROEVER),GALGEWEEL (LINKEROEVER),Antwerpen,Anvers,GALGEWEEL (LINKEROEVER),GALGEWEEL (LINKEROEVER),B782
11002,11002B791,364,01Mar1981,31Dec9999,244.1337797,ST.-ANNABOS (LINKEROEVER ),ST.-ANNABOS (LINKEROEVER ),Antwerpen,Anvers,ST.-ANNABOS (LINKEROEVER ),ST.-ANNABOS (LINKEROEVER ),B791
11002,11002B813,2873,01Mar1981,31Dec9999,74.14049316,BLANCEFLOERLAAN  (LINKEROEVER),BLANCEFLOERLAAN  (LINKEROEVER),Antwerpen,Anvers,BLANCEFLOERLAAN  (LINKEROEVER),BLANCEFLOERLAAN  (LINKEROEVER),B813
11002,11002B824,1291,01Mar1981,31Dec9999,138.8594576,CHARLES DE COSTERLAAN(L.OEVER),CHARLES DE COSTERLAAN(L.OEVER),Antwerpen,Anvers,CHARLES DE COSTERLAAN(L.OEVER),CHARLES DE COSTERLAAN(L.OEVER),B824
11002,11002C20-,542,01Mar1981,31Dec9999,9.10745701,STATIEKWARTIER (STATIONSWIJK),STATIEKWARTIER (STATIONSWIJK),Antwerpen,Anvers,STATIEKWARTIER (STATIONSWIJK),STATIEKWARTIER (STATIONSWIJK),C20-
11002,11002C21-,1979,01Mar1981,31Dec9999,11.82572467,ATHENEUM (STATIONSWIJK),ATHENEUM (STATIONSWIJK),Antwerpen,Anvers,ATHENEUM (STATIONSWIJK),ATHENEUM (STATIONSWIJK),C21-
11002,11002C22-,1953,01Mar1981,31Dec9999,9.393041004,DE CONINCPLEIN-Z.(STATIONSW.),DE CONINCPLEIN-Z.(STATIONSW.),Antwerpen,Anvers,DE CONINCPLEIN-Z.(STATIONSW.),DE CONINCPLEIN-Z.(STATIONSW.),C22-
11002,11002C23-,3613,01Mar1981,31Dec9999,16.043759,OFFERANDESTRAAT(STATIONSWIJK ),OFFERANDESTRAAT(STATIONSWIJK ),Antwerpen,Anvers,OFFERANDESTRAAT(STATIONSWIJK ),OFFERANDESTRAAT(STATIONSWIJK ),C23-
11002,11002C24-,3567,01Mar1981,31Dec9999,26.26846625,PROVINCIESTRAAT(STATIONSWIJK ),PROVINCIESTRAAT(STATIONSWIJK ),Antwerpen,Anvers,PROVINCIESTRAAT(STATIONSWIJK ),PROVINCIESTRAAT(STATIONSWIJK ),C24-
11002,11002C25-,4135,01Mar1981,31Dec9999,23.86113512,PELIKAANSTRAAT (STATIONSWIJK ),PELIKAANSTRAAT (STATIONSWIJK ),Antwerpen,Anvers,PELIKAANSTRAAT (STATIONSWIJK ),PELIKAANSTRAAT (STATIONSWIJK ),C25-
11002,11002C28-,0,01Mar1981,31Dec9999,12.04593295,STATION - ZOO (STATIONSWIJK ),STATION - ZOO (STATIONSWIJK ),Antwerpen,Anvers,STATION - ZOO (STATIONSWIJK ),STATION - ZOO (STATIONSWIJK ),C28-
11002,11002C29-,0,01Mar1981,31Dec9999,15.07595277,STADSPARK (STATIONSWIJK ),STADSPARK (STATIONSWIJK ),Antwerpen,Anvers,STADSPARK (STATIONSWIJK ),STADSPARK (STATIONSWIJK ),C29-
11002,11002C31-,1457,01Mar1981,31Dec9999,10.18156147,JEZUITENCOLLEGE(STATIONSWIJK ),JEZUITENCOLLEGE(STATIONSWIJK ),Antwerpen,Anvers,JEZUITENCOLLEGE(STATIONSWIJK ),JEZUITENCOLLEGE(STATIONSWIJK ),C31-
11002,11002C41-,3031,01Mar1981,31Dec9999,13.74732561,DAMBRUGGESTRAAT-N.(STATIONSW.),DAMBRUGGESTRAAT-N.(STATIONSW.),Antwerpen,Anvers,DAMBRUGGESTRAAT-N.(STATIONSW.),DAMBRUGGESTRAAT-N.(STATIONSW.),C41-
11002,11002C42-,3703,01Mar1981,31Dec9999,13.31705574,DE ZAVEL (NOORDWIJK ),DE ZAVEL (NOORDWIJK ),Antwerpen,Anvers,DE ZAVEL (NOORDWIJK ),DE ZAVEL (NOORDWIJK ),C42-
11002,11002C43-,2284,01Mar1981,31Dec9999,13.03153163,ST.-WILLEBRORDUS (NOORDWIJK ),ST.-WILLEBRORDUS (NOORDWIJK ),Antwerpen,Anvers,ST.-WILLEBRORDUS (NOORDWIJK ),ST.-WILLEBRORDUS (NOORDWIJK ),C43-
11002,11002C44-,1996,01Mar1981,31Dec9999,8.994628217,POTGIETERSTRAAT (NOORDWIJK),POTGIETERSTRAAT (NOORDWIJK),Antwerpen,Anvers,POTGIETERSTRAAT (NOORDWIJK),POTGIETERSTRAAT (NOORDWIJK),C44-
11002,11002C45-,2716,01Mar1981,31Dec9999,19.46833356,STUIVENBERG ZIEKENHUIS(NOORDW),STUIVENBERG ZIEKENHUIS(NOORDW),Antwerpen,Anvers,STUIVENBERG ZIEKENHUIS(NOORDW),STUIVENBERG ZIEKENHUIS(NOORDW),C45-
11002,11002C491,0,01Mar1981,31Dec9999,10.97912642,SCHIJNPOORT (DAM-SCHIJNPOORT ),SCHIJNPOORT (DAM-SCHIJNPOORT ),Antwerpen,Anvers,SCHIJNPOORT (DAM-SCHIJNPOORT ),SCHIJNPOORT (DAM-SCHIJNPOORT ),C491
11002,11002D30-,4553,01Mar1981,31Dec9999,18.2493634,CHARLOTTALEI (OOSTWIJK),CHARLOTTALEI (OOSTWIJK),Antwerpen,Anvers,CHARLOTTALEI (OOSTWIJK),CHARLOTTALEI (OOSTWIJK),D30-
11002,11002D31-,3350,01Mar1981,31Dec9999,16.46292718,ASTRID BAD (OOSTWIJK),ASTRID BAD (OOSTWIJK),Antwerpen,Anvers,ASTRID BAD (OOSTWIJK),ASTRID BAD (OOSTWIJK),D31-
11002,11002D32-,4371,01Mar1981,31Dec9999,25.29903955,ST.-VINCENTIUS (OOSTWIJK),ST.-VINCENTIUS (OOSTWIJK),Antwerpen,Anvers,ST.-VINCENTIUS (OOSTWIJK),ST.-VINCENTIUS (OOSTWIJK),D32-
11002,11002D33-,3504,01Mar1981,31Dec9999,14.30960548,STADSPARK-ZUID (OOSTWIJK),STADSPARK-ZUID (OOSTWIJK),Antwerpen,Anvers,STADSPARK-ZUID (OOSTWIJK),STADSPARK-ZUID (OOSTWIJK),D33-
11002,11002D34-,5734,01Mar1981,31Dec9999,33.59412164,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),Antwerpen,Anvers,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),D34-
11002,11002D35-,1684,01Mar1981,31Dec9999,11.05038472,VAN DIEPENBEECKSTR. (OOSTWIJK),VAN DIEPENBEECKSTR. (OOSTWIJK),Antwerpen,Anvers,VAN DIEPENBEECKSTR. (OOSTWIJK),VAN DIEPENBEECKSTR. (OOSTWIJK),D35-
11002,11002D38-,7,01Mar1981,31Dec9999,10.8297495,GAS (OOSTWIJK),GAS (OOSTWIJK),Antwerpen,Anvers,GAS (OOSTWIJK),GAS (OOSTWIJK),D38-
11002,11002D41-,3555,01Mar1981,31Dec9999,32.60669015,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),Antwerpen,Anvers,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),D41-
11002,11002D42-,2662,01Mar1981,31Dec9999,17.74125784,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),Antwerpen,Anvers,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),D42-
11002,11002E122,1182,01Mar1981,31Dec9999,9.211381488,WAALSE KAAI (ZUIDWIJK),WAALSE KAAI (ZUIDWIJK),Antwerpen,Anvers,WAALSE KAAI (ZUIDWIJK),WAALSE KAAI (ZUIDWIJK),E122
11002,11002E131,1623,01Mar1981,31Dec9999,10.89428632,VLAAMSE KAAI (ZUIDWIJK),VLAAMSE KAAI (ZUIDWIJK),Antwerpen,Anvers,VLAAMSE KAAI (ZUIDWIJK),VLAAMSE KAAI (ZUIDWIJK),E131
11002,11002E14-,5948,01Mar1981,31Dec9999,41.48623826,MUSEUMWIJK (ZUIDWIJK),MUSEUMWIJK (ZUIDWIJK),Antwerpen,Anvers,MUSEUMWIJK (ZUIDWIJK),MUSEUMWIJK (ZUIDWIJK),E14-
11002,11002E15-,1463,01Mar1981,31Dec9999,11.31962251,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),Antwerpen,Anvers,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),E15-
11002,11002E19-,0,01Mar1981,31Dec9999,8.378870593,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),OUDE SCHIPPERSDOKKEN(ZUIDWIJK),Antwerpen,Anvers,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),OUDE SCHIPPERSDOKKEN(ZUIDWIJK),E19-
11002,11002E50-,5864,01Mar1981,31Dec9999,39.48981297,BELL (ZUIDWIJK),BELL (ZUIDWIJK),Antwerpen,Anvers,BELL (ZUIDWIJK),BELL (ZUIDWIJK),E50-
11002,11002E521,3206,01Mar1981,31Dec9999,19.69490251,LANGE ELZENSTRAAT (ZUIDWIJK),LANGE ELZENSTRAAT (ZUIDWIJK),Antwerpen,Anvers,LANGE ELZENSTRAAT (ZUIDWIJK),LANGE ELZENSTRAAT (ZUIDWIJK),E521
11002,11002E53-,2494,01Mar1981,31Dec9999,18.79771243,TROONPLAATS (ZUIDWIJK),TROONPLAATS (ZUIDWIJK),Antwerpen,Anvers,TROONPLAATS (ZUIDWIJK),TROONPLAATS (ZUIDWIJK),E53-
11002,11002E551,2265,01Mar1981,31Dec9999,17.35563545,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),Antwerpen,Anvers,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),E551
11002,11002E5MJ,1333,01Oct2001,31Dec9999,100.572352,SPAGHETTIKNOOP (KIEL),SPAGHETTIKNOOP (KIEL),Antwerpen,Anvers,SPAGHETTIKNOOP (KIEL),SPAGHETTIKNOOP (KIEL),E5MJ
11002,11002F11-,3461,01Mar1981,31Dec9999,23.77560921,ST.-CATHARINA (KIEL),ST.-CATHARINA (KIEL),Antwerpen,Anvers,ST.-CATHARINA (KIEL),ST.-CATHARINA (KIEL),F11-
11002,11002F12-,2856,01Mar1981,31Dec9999,13.92516334,MAURITS SABBELAAN (KIEL),MAURITS SABBELAAN (KIEL),Antwerpen,Anvers,MAURITS SABBELAAN (KIEL),MAURITS SABBELAAN (KIEL),F12-
11002,11002F21-,4217,01Mar1981,31Dec9999,40.79684605,KOLONIELAAN (CAM. HUYSMANSL.),KOLONIELAAN (CAM. HUYSMANSL.),Antwerpen,Anvers,KOLONIELAAN (CAM. HUYSMANSL.),KOLONIELAAN (CAM. HUYSMANSL.),F21-
11002,11002F223,857,01Mar1981,31Dec9999,4.667273114,VOLHARDINGSSTRAAT (KIEL),VOLHARDINGSSTRAAT (KIEL),Antwerpen,Anvers,VOLHARDINGSSTRAAT (KIEL),VOLHARDINGSSTRAAT (KIEL),F223
11002,11002F60-,1983,01Mar1981,31Dec9999,16.98457553,KIEL - CENTRUM (KIEL),KIEL - CENTRUM (KIEL),Antwerpen,Anvers,KIEL - CENTRUM (KIEL),KIEL - CENTRUM (KIEL),F60-
11002,11002F61-,4793,01Mar1981,31Dec9999,20.95534165,BOOMSE STWG-BEERSCHOT (KIEL),BOOMSE STWG-BEERSCHOT (KIEL),Antwerpen,Anvers,BOOMSE STWG-BEERSCHOT (KIEL),BOOMSE STWG-BEERSCHOT (KIEL),F61-
11002,11002F62-,2434,01Mar1981,31Dec9999,23.1695306,BEERSCHOT - STADION (KIEL),BEERSCHOT - STADION (KIEL),Antwerpen,Anvers,BEERSCHOT - STADION (KIEL),BEERSCHOT - STADION (KIEL),F62-
11002,11002F64-,2333,01Mar1981,31Dec9999,16.88732802,JAN DE VOSLEI (KIEL),JAN DE VOSLEI (KIEL),Antwerpen,Anvers,JAN DE VOSLEI (KIEL),JAN DE VOSLEI (KIEL),F64-
11002,11002F65-,2246,01Mar1981,31Dec9999,18.69773564,PIUS X (KIEL),PIUS X (KIEL),Antwerpen,Anvers,PIUS X (KIEL),PIUS X (KIEL),F65-
11002,11002F6MJ,0,01Oct2001,31Dec9999,156.4271099,PETROLEUM - SCHELDEKADEN-Z.,PETROLEUM - SCHELDEKADEN-Z.,Antwerpen,Anvers,PETROLEUM - SCHELDEKADEN-Z.,PETROLEUM - SCHELDEKADEN-Z.,F6MJ
11002,11002F6NJ,7,01Oct2001,31Dec9999,144.1576978,KIELSE POLDER (KIEL),KIELSE POLDER (KIEL),Antwerpen,Anvers,KIELSE POLDER (KIEL),KIELSE POLDER (KIEL),F6NJ
11002,11002G51-,2833,01Mar1981,31Dec9999,26.42714569,ST.-LAURENTIUS (ZUIDWIJK),ST.-LAURENTIUS (ZUIDWIJK),Antwerpen,Anvers,ST.-LAURENTIUS (ZUIDWIJK),ST.-LAURENTIUS (ZUIDWIJK),G51-
11002,11002G522,1032,01Mar1981,31Dec9999,18.05973543,FRANSEN PLAATS (ZUIDWIJK),FRANSEN PLAATS (ZUIDWIJK),Antwerpen,Anvers,FRANSEN PLAATS (ZUIDWIJK),FRANSEN PLAATS (ZUIDWIJK),G522
11002,11002G53-,3553,01Mar1981,31Dec9999,30.68271072,HARMONIE (ZUIDWIJK),HARMONIE (ZUIDWIJK),Antwerpen,Anvers,HARMONIE (ZUIDWIJK),HARMONIE (ZUIDWIJK),G53-
11002,11002G54-,2642,01Mar1981,31Dec9999,31.91271536,KAREL OOMSTRAAT,KAREL OOMSTRAAT,Antwerpen,Anvers,KAREL OOMSTRAAT,KAREL OOMSTRAAT,G54-
11002,11002G552,456,01Mar1981,31Dec9999,1.745902764,C. TEICHMANN PLAATS (ZUIDWIJK),C. TEICHMANN PLAATS (ZUIDWIJK),Antwerpen,Anvers,C. TEICHMANN PLAATS (ZUIDWIJK),C. TEICHMANN PLAATS (ZUIDWIJK),G552
11002,11002G59-,74,01Mar1981,31Dec9999,8.866088165,ALBERTPARK (OOSTWIJK),ALBERTPARK (OOSTWIJK),Antwerpen,Anvers,ALBERTPARK (OOSTWIJK),ALBERTPARK (OOSTWIJK),G59-
11002,11002G72-,963,01Mar1981,31Dec9999,7.413870972,WILRIJKSPL.-W. (WILRIJKSPLEIN),WILRIJKSPL.-W. (WILRIJKSPLEIN),Antwerpen,Anvers,WILRIJKSPL.-W. (WILRIJKSPLEIN),WILRIJKSPL.-W. (WILRIJKSPLEIN),G72-
11002,11002G73-,654,01Mar1981,31Dec9999,4.96603183,BLOKKEN-KRUISHOFSTR. (WILR.PL),BLOKKEN-KRUISHOFSTR. (WILR.PL),Antwerpen,Anvers,BLOKKEN-KRUISHOFSTR. (WILR.PL),BLOKKEN-KRUISHOFSTR. (WILR.PL),G73-
11002,11002G74-,640,01Mar1981,31Dec9999,39.52964366,DEN BRANDT (WILRIJKSPLEIN),DEN BRANDT (WILRIJKSPLEIN),Antwerpen,Anvers,DEN BRANDT (WILRIJKSPLEIN),DEN BRANDT (WILRIJKSPLEIN),G74-
11002,11002G75-,136,01Mar1981,31Dec9999,7.122381812,OOSTERVELD (WILRIJKSPEIN),OOSTERVELD (WILRIJKSPEIN),Antwerpen,Anvers,OOSTERVELD (WILRIJKSPEIN),OOSTERVELD (WILRIJKSPEIN),G75-
11002,11002G780,181,01Mar1981,31Dec9999,232.7838346,NACHTEGALENPARK(WILRIJKSPLEIN),NACHTEGALENPARK(WILRIJKSPLEIN),Antwerpen,Anvers,NACHTEGALENPARK(WILRIJKSPLEIN),NACHTEGALENPARK(WILRIJKSPLEIN),G780
11002,11002H40-,3682,01Mar1981,31Dec9999,14.74261267,ST.-AMANDUS (NOORDWIJK),ST.-AMANDUS (NOORDWIJK),Antwerpen,Anvers,ST.-AMANDUS (NOORDWIJK),ST.-AMANDUS (NOORDWIJK),H40-
11002,11002H41-,4345,01Mar1981,31Dec9999,18.71145213,STUIVENBERG-WEST,STUIVENBERG-WEST,Antwerpen,Anvers,STUIVENBERG-WEST,STUIVENBERG-WEST,H41-
11002,11002H43-,3907,01Mar1981,31Dec9999,21.53226158,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),ST.-JANSPLEIN-TRAPSTR.(N.WIJK),Antwerpen,Anvers,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),ST.-JANSPLEIN-TRAPSTR.(N.WIJK),H43-
11002,11002H44-,2983,01Mar1981,31Dec9999,13.90033036,STUIVENBERGPLEIN (NOORDWIJK),STUIVENBERGPLEIN (NOORDWIJK),Antwerpen,Anvers,STUIVENBERGPLEIN (NOORDWIJK),STUIVENBERGPLEIN (NOORDWIJK),H44-
11002,11002H4MJ,0,01Oct2001,31Dec9999,20.01822553,STATION STUIVENBERG,STATION STUIVENBERG,Antwerpen,Anvers,STATION STUIVENBERG,STATION STUIVENBERG,H4MJ
11002,11002H83-,3620,01Mar1981,31Dec9999,21.67233869,SLACHTHUISWIJK (DAM-SCHIJNPOORT),SLACHTHUISWIJK (DAM-SCHIJNPOORT),Antwerpen,Anvers,SLACHTHUISWIJK (DAM-SCHIJNPOORT),SLACHTHUISWIJK (DAM-SCHIJNPOORT),H83-
11002,11002H84-,587,01Mar1981,31Dec9999,6.369472113,DAM (DAM - SCHIJNPOORT),DAM (DAM - SCHIJNPOORT),Antwerpen,Anvers,DAM (DAM - SCHIJNPOORT),DAM (DAM - SCHIJNPOORT),H84-
11002,11002H8MJ,5,01Oct2001,31Dec9999,42.08547544,DAM- LOBROEKDOK (SCHIJNPOORT),DAM- LOBROEKDOK (SCHIJNPOORT),Antwerpen,Anvers,DAM- LOBROEKDOK (SCHIJNPOORT),DAM- LOBROEKDOK (SCHIJNPOORT),H8MJ
11002,11002J072,953,01Mar1981,31Dec9999,38.37068669,OUDE HAVEN,OUDE HAVEN,Antwerpen,Anvers,OUDE HAVEN,OUDE HAVEN,J072
11002,11002J80-,3509,01Mar1981,31Dec9999,52.65434633,LUCHTBAL-ZUID,LUCHTBAL-ZUID,Antwerpen,Anvers,LUCHTBAL-ZUID,LUCHTBAL-ZUID,J80-
