,patient_loc,responder_loc,duration_Responder,Indirect_Responder_loc,aed_loc,duration_AED,vector_loc,duration_Vector,prob_vec,prob_resp
154,"(4.736432, 50.88761)","(4.737301669339473, 50.887459287612494)",64.38,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",717.91,"(4.7243436, 50.8696549)",1922.7,0.03417442491194,0.640940533536526
155,"(4.742277, 50.900106)","(4.7426010635043925, 50.89987373557472)",11.56,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5263.93,9.673780120131751e-05,0.06810645706247694
156,"(4.718493, 50.880397)","(4.71805621082145, 50.88140784068697)",87.08,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1045.39,0.15949960641270114,0.5276075153654107
157,"(4.711214, 50.861852)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1267.97,0.10789829405051737,0.10789829405051737
158,"(4.730244, 50.884706)","(4.730087594512614, 50.88445044949752)",10.62,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",629.17,"(4.7243436, 50.8696549)",1792.98,0.042916955870336344,0.7170154734690938
159,"(4.682998, 50.880141)","(4.686444835612741, 50.881162810169826)",274.42,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",726.93,0.2790134396723272,0.49085714294117844
160,"(4.682664, 50.876783)","(4.68182633718531, 50.87735752026435)",109.21,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",684.55,0.30056967653178146,0.6164074809113338
161,"(4.72088, 50.926038)","(4.721454395451626, 50.92551486055823)",79.98,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5466.84,6.774106264080121e-05,0.05641029088871621
162,"(4.702607, 50.879351)","(4.703180099508876, 50.87949590499436)",41.49,"(4.704279800043451, 50.88129271647085)","(4.7046611, 50.8810353)",324.95,"(4.6953981, 50.8785355)",593.0,0.35299086646578476,0.8051261982771009
163,"(4.690622, 50.893747)","(4.689786123393052, 50.89308950804373)",139.93,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1453.07,0.07795656954137171,0.40158408332650525
164,"(4.729997, 50.877687)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",959.69,0.1854029178461941,0.1854029178461941
165,"(4.723187, 50.878613)","(4.722302705019443, 50.88012750786492)",203.6,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1106.73,0.14321226315478452,0.44219672470990784
166,"(4.723929, 50.900058)","(4.722773123083194, 50.89973881729633)",62.98,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",4402.57,0.0004390265110861515,0.0989044257693739
167,"(4.72362, 50.927434)","(4.723496914054754, 50.92780622349137)",54.27,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5575.36,5.5987613662049627e-05,0.05512791772991365
168,"(4.719678, 50.906116)","(4.7219266041113395, 50.90371571720525)",262.79,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3316.15,0.00295815977984271,0.13378646949475412
169,"(4.704372, 50.859289)","(4.704789207255083, 50.85913612544939)",20.83,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1508.73,0.07069765701294972,0.45297640574930104
170,"(4.669474, 50.869034)","(4.670234342947583, 50.86910598813374)",60.76,"(4.675574987109172, 50.87152725722024)","(4.676586, 50.8718562)",696.16,"(4.6658621, 50.8774603)",996.18,0.17389551624716074,0.6509918933564536
171,"(4.695634, 50.851899)","(4.696356563272148, 50.85600584420958)",341.94,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",2012.79,0.029174024471244498,0.23488426883989355
172,"(4.707979, 50.931268)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5939.37,2.9545332928415484e-05,2.9545332928415484e-05
173,"(4.698013, 50.904175)",No responder,10000.0,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",3214.74,0.003534755779538895,0.003534755779538895
174,"(4.683453, 50.85504)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1695.87,0.05089644020979121,0.05089644020979121
175,"(4.699488, 50.878176)","(4.699425339868344, 50.878562476304445)",37.0,"(4.704279800043451, 50.88129271647085)","(4.7046611, 50.8810353)",472.49,"(4.6953981, 50.8785355)",311.33,0.5788579573133966,0.8152692182525825
176,"(4.719607, 50.887425)","(4.720106967815809, 50.88666002348341)",124.92,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1718.74,0.04889294282799129,0.35755401828872263
177,"(4.731497, 50.901784)","(4.736386247892516, 50.90187190308756)",426.96,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5206.29,0.00010704192429478114,0.04175279719615462
178,"(4.717874, 50.872904)","(4.717001127925312, 50.87377220846533)",109.84,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",467.33,0.44015185070363283,0.687728584108882
179,"(4.692788, 50.871175)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",607.64,0.3440318418969061,0.3440318418969061
180,"(4.695523, 50.848019)","(4.693050325675384, 50.84921750646898)",217.29,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",2252.27,0.01915856362408107,0.24301606138887008
181,"(4.695764, 50.857137)","(4.694772393626867, 50.857795019915976)",100.12,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1515.31,0.06988547955397749,0.4089192080430389
182,"(4.708935, 50.874049)","(4.708795325947488, 50.874160858037975)",19.45,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",759.96,0.2632907639028575,0.6635992642439127
183,"(4.713827, 50.923347)","(4.71413339684272, 50.92330095921648)",52.94,"(4.709575494832919, 50.92544371285212)","(4.7063333, 50.9258595)",788.3100000000001,"(4.6658621, 50.8774603)",5571.77,5.634167839750223e-05,0.6273339788945854
184,"(4.72914, 50.870343)","(4.723733582217894, 50.87004198601499)",344.42,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",381.91,0.5113825993367603,0.5358846168308911
185,"(4.695404, 50.861681)","(4.695585951947931, 50.86161931174163)",10.1,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",959.61,0.18542896520509833,0.6066776266824597
186,"(4.700631, 50.887391)","(4.700374149482327, 50.887174851019914)",39.35,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",865.04,0.21892683879449978,0.6136912533648663
187,"(4.689678, 50.883706)","(4.689928868528126, 50.883513846790414)",18.66,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",697.49,0.29381691772788765,0.6856571775721161
188,"(4.660177, 50.853326)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",2438.36,0.013818028643710737,0.013818028643710737
189,"(4.692501, 50.863164)","(4.692878539460109, 50.86393069487885)",96.49,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",872.85,0.21594487730418926,0.5691796826484637
190,"(4.687673, 50.858851)","(4.689655716957267, 50.860296534839925)",155.16,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1302.93,0.10147363400243134,0.425227183668699
191,"(4.712474, 50.880787)","(4.712333881795575, 50.880999008808345)",16.92,"(4.704279800043451, 50.88129271647085)","(4.7046611, 50.8810353)",492.44,"(4.6953981, 50.8785355)",1010.23,0.16965767268553478,0.7625318218474357
192,"(4.660733, 50.860373)","(4.664837837823092, 50.86124372960506)",294.56,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",1702.27,0.05032764503284891,0.29174395115384233
193,"(4.709669, 50.882755)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",958.03,0.1859441510378273,0.1859441510378273
194,"(4.741327, 50.878681)","(4.739492513840106, 50.878821201273006)",131.42,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",774.9399999999999,"(4.7243436, 50.8696549)",1482.3,0.07405616113793173,0.5726618919641973
195,"(4.713312, 50.869973)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",696.68,0.2942351305599079,0.2942351305599079
196,"(4.708507, 50.870767)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",699.23,0.292920543483951,0.292920543483951
197,"(4.701863, 50.859625)","(4.700541279000831, 50.86051697290908)",142.31,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1362.85,0.09133910108066938,0.41915733230569313
198,"(4.732477, 50.879019)","(4.734107072169665, 50.8785733528511)",155.49,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",601.38,"(4.7243436, 50.8696549)",1107.78,0.14294845037655995,0.6068950655531296
199,"(4.726789, 50.881942)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1386.05,0.08769277973509965,0.08769277973509965
200,"(4.721417, 50.924703)","(4.721454395451626, 50.92551486055823)",91.94,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5337.59,8.500045803560645e-05,0.05934307814000923
201,"(4.65278, 50.8551)","(4.651858846088245, 50.8523602985848)",221.27,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",2311.29,0.01727240558339042,0.23467401404927057
202,"(4.7403, 50.885966)","(4.738389715159746, 50.88589616537061)",94.05,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",834.9399999999999,"(4.7243436, 50.8696549)",1915.54,0.03460681320998972,0.5820098081801988
203,"(4.738374, 50.887226)","(4.740263217591282, 50.883734992415086)",408.4,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2113.82,0.024431400048058622,0.20537529414600206
204,"(4.677547, 50.868746)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",1052.43,0.15753996216060692,0.15753996216060692
205,"(4.708056, 50.880068)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",779.75,0.2542981957862731,0.2542981957862731
206,"(4.686584, 50.874373)","(4.686696465567971, 50.874418843318836)",1.68,"(4.691961166728403, 50.86920447497143)","(4.692543, 50.86957)",648.9799999999999,"(4.6953981, 50.8785355)",822.68,0.2358325757851775,0.7178072659069886
207,"(4.730981, 50.873233)","(4.729218560203905, 50.87320007378432)",140.52,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",599.31,0.34910117096119536,0.6189934068154727
208,"(4.669665, 50.861828)","(4.671458906016573, 50.86211272192002)",129.91,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",2123.85,0.024004862787844024,0.289281906098869
209,"(4.708543, 50.923968)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5735.04,4.229762886696565e-05,4.229762886696565e-05
210,"(4.733924, 50.889842)","(4.732056809440227, 50.88824446947696)",291.95,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2063.65,0.026681438686112308,0.24363688440792478
211,"(4.698053, 50.878474)","(4.698007809855332, 50.878589821192286)",7.17,"(4.704279800043451, 50.88129271647085)","(4.7046611, 50.8810353)",548.8,"(4.6953981, 50.8785355)",243.24,0.6523777390294123,0.8759622054239568
212,"(4.692073, 50.85568)","(4.693392000183247, 50.85567431358508)",98.3,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1554.68,0.06521723911577512,0.40173926790182957
213,"(4.684366, 50.88639)","(4.684651342984264, 50.88630690137157)",53.79,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",1075.81,0.15120305569305437,0.5415674334183449
214,"(4.699978, 50.860946)","(4.700121466638992, 50.86060274190509)",16.56,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1183.66,0.1251156045439711,0.5371049031147029
215,"(4.684926, 50.876465)","(4.686617635433651, 50.87707430622456)",114.48,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",775.75,0.2560906829315331,0.5846605444315487
216,"(4.745663, 50.892849)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2690.92,0.008868242460306066,0.008868242460306066
217,"(4.701671, 50.866191)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",568.49,0.3685151978359084,0.3685151978359084
218,"(4.731611, 50.933334)","(4.731453214663091, 50.935102641299444)",224.1,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",6736.72,7.284671460784884e-06,0.024731548327387172
219,"(4.697324, 50.865233)","(4.69723598113119, 50.86557722374049)",23.23,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",708.11,0.28838835691089787,0.678091001183144
220,"(4.689973, 50.88131)","(4.690258962142809, 50.88245495655694)",101.39,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",494.63,0.4195491775438855,0.6854557337238923
221,"(4.732649, 50.873762)","(4.7313879925096565, 50.874018515073374)",90.11,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",749.08,0.26836939235413615,0.610936450817323
222,"(4.735142, 50.877552)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1081.66,0.14965775036109016,0.14965775036109016
223,"(4.713676, 50.882053)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1093.48,0.14658346618781706,0.14658346618781706
224,"(4.727897, 50.895098)","(4.728418455943686, 50.89504089685968)",28.15,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2616.92,0.010098847095730544,0.255730867943347
225,"(4.721549, 50.876117)","(4.72162199029742, 50.87544425198859)",88.77,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",742.76,0.27136433714856467,0.6139258227635164
226,"(4.691861, 50.880822)","(4.691480558001067, 50.88069751785637)",18.45,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",393.21,0.5013353004573438,0.800397685053081
227,"(4.725861, 50.888984)","(4.724380824349048, 50.88790408916763)",111.66,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2007.03,0.029470605709630282,0.3140299063433873
228,"(4.704936, 50.925198)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5622.28,5.155960713226862e-05,5.155960713226862e-05
229,"(4.732664, 50.8752)","(4.73307518228767, 50.87699328703328)",212.48,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",848.44,0.2254024220782465,0.49859357237784463
230,"(4.725364, 50.891083)","(4.728076951281442, 50.88999380840144)",205.98,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2213.11,0.02052236154782165,0.251420325822701
231,"(4.699163, 50.889995)","(4.701626547374133, 50.88886998426731)",234.99,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1204.63,0.12059220487789053,0.4045881840655839
232,"(4.713286, 50.874345)","(4.712498967916866, 50.87463617587847)",45.39,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",748.79,0.2685060922561132,0.6461079573587566
233,"(4.720269, 50.919753)","(4.719247836889077, 50.920216962628835)",221.68,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5116.5,0.00012532277200368136,0.05646443630995384
234,"(4.701821, 50.899052)","(4.698963550505796, 50.898925275877964)",190.92,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1971.43,0.03137173272978685,0.28963342147994287
235,"(4.714864, 50.88057)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1171.45,0.1278271564549218,0.1278271564549218
236,"(4.701669, 50.874459)","(4.7018074038678215, 50.87427051766729)",1.84,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",261.2,0.6321241622779016,0.8738067333225793
237,"(4.691595, 50.887464)","(4.692626455050391, 50.88801814289074)",73.36,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",900.05,0.20587305555835214,0.5778200287518721
238,"(4.697233, 50.877625)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",158.36,0.7572350884418385,0.7572350884418385
239,"(4.711075, 50.879882)","(4.7111574758940815, 50.88003033628865)",3.53,"(4.704279800043451, 50.88129271647085)","(4.7046611, 50.8810353)",435.48,"(4.6953981, 50.8785355)",953.26,0.18750819036113273,0.7981333249983399
240,"(4.703266, 50.878595)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",517.49,0.4030410394072533,0.4030410394072533
241,"(4.722442, 50.926514)","(4.723873477865652, 50.92702688318182)",174.52,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5491.52,6.48679874384888e-05,0.049506462791770456
242,"(4.721426, 50.900153)","(4.718853270380919, 50.899062439313646)",160.24,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",4382.64,0.0004546632578246202,0.08848707537968964
243,"(4.733287, 50.900281)","(4.737514416353879, 50.899479309441475)",324.66,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5154.42,0.00011724956993025143,0.04870614306353899
244,"(4.69687, 50.876261)","(4.696634562737218, 50.876243891616355)",10.65,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",373.29,0.5191821737957747,0.8164440104361624
245,"(4.70117, 50.880208)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",417.15,0.48069659616149996,0.48069659616149996
246,"(4.69888, 50.887002)","(4.699891455296366, 50.887082772494345)",74.41,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",850.67,0.22452149485855727,0.5917117491661861
247,"(4.70627, 50.879085)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",715.46,0.28469014266727183,0.28469014266727183
248,"(4.709435, 50.902538)","(4.707696510606181, 50.89934922594035)",423.65,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",2428.36,0.014062817379724623,0.17176448651449663
249,"(4.690402, 50.88506)","(4.689471779280229, 50.885897115891936)",76.72,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",741.63,0.271903337200125,0.6235883398074037
250,"(4.698817, 50.86005)","(4.697349592348936, 50.86153478652871)",157.07,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1145.11,0.13387844716480152,0.4596002483593736
251,"(4.712911, 50.9092)","(4.712045079876834, 50.9082037056121)",98.61,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3047.02,0.004745334723750069,0.1882601417685433
252,"(4.733087, 50.878764)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1066.74,0.15363054645659457,0.15363054645659457
253,"(4.7059, 50.881708)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",710.43,0.2872158700080585,0.2872158700080585
254,"(4.708711, 50.854113)","(4.715086665009951, 50.85076254439626)",444.97,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1850.99,0.03876047070435912,0.22421675038622887
255,"(4.73367, 50.889781)","(4.734573191200085, 50.88925820487606)",159.75,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2049.93,0.02733206571594108,0.2893614193167572
256,"(4.710557, 50.912646)","(4.71191278626863, 50.912837809543596)",88.68,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3395.61,0.0025729032642263527,0.1596937608817003
257,"(4.687251, 50.879641)","(4.686204939237126, 50.87928740205414)",55.33,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",738.96,0.273181160898798,0.641332594104707
258,"(4.712741, 50.876974)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",976.79,0.17991844127120088,0.17991844127120088
259,"(4.700841, 50.874185)","(4.700978508559135, 50.87410559543436)",2.86,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",213.96,0.6867976313153665,0.8938763453128509
260,"(4.737439, 50.863611)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1024.29,0.1655201990366399,0.1655201990366399
261,"(4.719225, 50.906827)","(4.719407556169554, 50.9061548802419)",63.07,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3302.59,0.0030294432463013918,0.17285451491095533
262,"(4.694281, 50.860433)","(4.693653422445719, 50.860472109784745)",27.2,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1114.49,0.14127399909956284,0.5489598559929724
263,"(4.68745, 50.886351)","(4.687678173806213, 50.88574002415687)",70.48,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",953.24,0.18751477579664835,0.5644521567083964
264,"(4.727519, 50.884469)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1740.05,0.04709715164077079,0.04709715164077079
265,"(4.69891, 50.892595)","(4.698134982762678, 50.89067474903909)",159.5,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1371.08,0.09002856559880766,0.408547886013465
266,"(4.695387, 50.925861)","(4.697137916032201, 50.92368344105741)",167.25,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5063.97,0.00013743288882748784,0.06206771710231473
267,"(4.683949, 50.87908)","(4.684168251385884, 50.87724368813273)",207.4,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",680.91,0.3024970323589978,0.5463064639628223
268,"(4.722927, 50.874318)","(4.721835307269384, 50.874253744110085)",51.15,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",538.59,0.3883809198380231,0.7137157956411989
269,"(4.70033, 50.879294)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",327.67,0.5624847051636974,0.5624847051636974
270,"(4.703664, 50.858502)","(4.705118990542437, 50.85830933685886)",72.93,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1511.23,0.07038797303668577,0.4239144234798366
271,"(4.688191, 50.8846)","(4.688653298879364, 50.884359791009466)",99.22,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",824.5,0.23508007316624582,0.5813385016305508
272,"(4.719228, 50.906707)","(4.721483103734892, 50.90520865213694)",180.49,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3292.75,0.0030822442372576276,0.15003427025351984
273,"(4.726063, 50.900015)","(4.727369473782383, 50.899663748297236)",71.73,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4930.01,0.0001738809079816502,0.0748491040010179
274,"(4.725074, 50.865922)","(4.731746535400022, 50.86690822569967)",398.49,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",449.64,0.45403921667054864,0.48397678459816496
275,"(4.736859, 50.885358)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1685.4,0.051840847181893225,0.051840847181893225
276,"(4.710241, 50.864981)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1029.45,0.16402719407081787,0.16402719407081787
277,"(4.7221, 50.928332)","(4.722201744555575, 50.92897183073188)",96.93,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5706.4,4.447926455262994e-05,0.04890494530991106
278,"(4.726219, 50.887513)","(4.7267289524105145, 50.888031166847966)",52.97,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1954.88,0.03229683371946932,0.34696652837788017
279,"(4.709909, 50.862705)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1258.03,0.10979816174632664,0.10979816174632664
280,"(4.727706, 50.851094)","(4.729541030806537, 50.85163250035932)",83.73,"(4.724937791497327, 50.84879365499075)","(4.7247521, 50.8495093)",467.87,"(4.7243436, 50.8696549)",2075.28,0.026142066584958237,0.7103193658772352
281,"(4.694454, 50.923983)","(4.696829416130629, 50.92400629335968)",107.75,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4901.55,0.00018279158656171513,0.07259936720513309
282,"(4.747261, 50.865752)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1377.11,0.08908030655157463,0.08908030655157463
283,"(4.732413, 50.877136)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",896.94,0.20700044239009274,0.20700044239009274
284,"(4.720521, 50.906588)","(4.721328018127091, 50.903504460679784)",299.35,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3471.6,0.002251498158860988,0.11811874403838646
285,"(4.706932, 50.888097)","(4.705876867232923, 50.88895371385042)",138.79,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1200.29,0.12151475835340919,0.45722001140010166
286,"(4.696409, 50.916768)","(4.699145607862533, 50.91829178692797)",188.86,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4370.27,0.0004646474186729584,0.0859192799039499
287,"(4.703768, 50.877466)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",561.71,0.37292886517863677,0.37292886517863677
288,"(4.725665, 50.887173)","(4.724541887562667, 50.886604496958036)",78.15,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1915.48,0.034610459593763854,0.3430225811331822
289,"(4.71234, 50.877812)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",961.43,0.18483729214433461,0.18483729214433461
290,"(4.728836, 50.88662)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1946.8,0.03275834528897145,0.03275834528897145
291,"(4.721459, 50.885054)","(4.721282870432108, 50.885212630925515)",8.98,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1594.88,0.06077219055260943,0.4400545527011457
292,"(4.742833, 50.882527)","(4.742389061165614, 50.881709459299174)",69.77,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",744.04,"(4.7243436, 50.8696549)",1595.45,0.060711392586108914,0.6282530694835498
293,"(4.72172, 50.903036)","(4.7219266041113395, 50.90371571720525)",66.21,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3415.92,0.002482758900052625,0.1625520218328419
294,"(4.720142, 50.883229)","(4.720367738356861, 50.883241773520226)",12.05,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1329.88,0.09678331072942918,0.5014953919178641
295,"(4.701855, 50.921842)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5467.81,6.762577558299269e-05,6.762577558299269e-05
296,"(4.690631, 50.893097)","(4.69203219597928, 50.8907689514903)",388.31,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1530.25,0.06807589103944986,0.28320465301222175
297,"(4.736406, 50.928606)","(4.7333338377311565, 50.93247456470077)",589.89,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",6747.2,7.151837884961873e-06,0.015582113023237261
298,"(4.71411, 50.88424)","(4.7145532003163675, 50.88418959593004)",40.04,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1271.65,0.107203291241409,0.49880419270923676
299,"(4.691722, 50.859391)","(4.691025687642866, 50.85963196891774)",37.13,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1238.82,0.11356515353676064,0.5090328719185138
300,"(4.739123, 50.880714)","(4.739369525875541, 50.879782332197465)",114.14,"(4.73661970547018, 50.88230946718583)","(4.7346682, 50.8825443)",574.32,"(4.7243436, 50.8696549)",1345.0,0.09424744523045156,0.6478845323720338
301,"(4.727869, 50.888517)","(4.728534665855544, 50.890360588471985)",199.24,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2070.54,0.02636056765584585,0.2725756555326741
302,"(4.674658, 50.853916)","(4.675193182007322, 50.85497910207128)",96.85,"(4.6786772138702695, 50.858372927037976)","(4.678102, 50.858007)",636.83,"(4.6998331, 50.8723536)",2053.97,0.0271388507036046,0.6413421772358469
303,"(4.720423, 50.888592)","(4.722663257286886, 50.89007665780593)",166.68,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1885.24,0.036498006281410006,0.3118838489747354
304,"(4.701773, 50.860794)","(4.700541279000831, 50.86051697290908)",71.43,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1291.97,0.10344549497644746,0.4747138651504226
305,"(4.693578, 50.882855)","(4.693417170922298, 50.88222587986778)",55.24,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",480.65,0.42997615262291955,0.7312771357913148
306,"(4.739442, 50.885814)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1870.53,0.037453064026993645,0.037453064026993645
307,"(4.69946, 50.8778)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",308.77,0.5814660026440432,0.5814660026440432
